product_name,price,image_url,web_url,gender,index_column,type,colors
Padded-cup High-leg Swimsuit,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/f4/b1/f4b193913bc8d87cbb029b16945d9529ed9ec260.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209681001.html,female,582,Swimwear,"{217,218,213}"
Linen-blend Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/9d/be/9dbed486db3429cf52d62883928d37fbf65d91a9.jpg],origin[dam],category[ladies_dresses_backless],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214977002.html,female,583,Dress,"{244,240,243}"
Pajama Pants,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/a4/50/a450b4c282da7ba5d38b4eb41d5c2ac534e6ac53.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213828001.html,female,584,Shorts,"{211,224,243}"
Hooded Jacket,$ 49.99,"https://lp2.hm.com/hmgoepprod?set=source[/d1/e4/d1e4b2fc3629146c982c093927857eaee9543ad6.jpg],origin[dam],category[sportswear_women_clothing_tops_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1223950001.html,female,585,Outerwear,"{44,43,46}"
Embroidered Thong Briefs,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/8b/99/8b99110f95108c917043534149e9f1993c0a33b2.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1216384002.html,female,586,Underpants,"{236,222,214}"
Ribbed Tank Top,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/20/82/20828b57f230b8d9038fbdcb2f7a6ab739400755.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209456002.html,female,587,Top,"{238,239,234}"
Oversized Printed T-shirt,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/5c/45/5c454b2bb80cc77536b72c355e5df2370a9248a2.jpg],origin[dam],category[ladies_tops_printed_tshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0762558296.html,female,588,Top,"{53,47,53}"
Mohair-blend Knit Top,$ 67.99,"https://lp2.hm.com/hmgoepprod?set=source[/be/00/be00cd30ec0069fe88b2ba9fc6d183656de49d53.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1218191002.html,female,589,Top,"{23,22,21}"
Cowl-neck Satin Blouse,$ 32.99,"https://lp2.hm.com/hmgoepprod?set=source[/7f/8a/7f8a024090c5c155269944c05779d20761861bc0.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1216143001.html,female,590,Top,"{28,28,29}"
Textured-weave Jacket,$ 99.00,"https://lp2.hm.com/hmgoepprod?set=source[/d7/61/d761a2caec8f9febf6752b0f268caf4c62cccfe8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202760001.html,female,591,Outerwear,"{229,225,215}"
Puff-sleeved Peplum Blouse,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/10/71/10718f6e1c6a366499a710725d633847dc8a2a3c.jpg],origin[dam],category[ladies_divided_new_clothes],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1206948003.html,female,592,Top,"{216,225,236}"
Oversized Ruffle-trimmed Sweatshirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/7f/2a/7f2a99b269de47f4d0a03c9c282683ce1440c46f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210636002.html,female,593,Outerwear,"{225,227,219}"
Square-neck Cotton Blouse,$ 25.99,"https://lp2.hm.com/hmgoepprod?set=source[/9f/4c/9f4c329e433f5744f83382d619dceef50dc494d6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210699003.html,female,594,Top,"{46,41,45}"
Cotton Shirt Dress,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/34/9e/349e4da5e3e9e64586432a86a67c120633990298.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213152002.html,female,595,Outerwear,"{232,232,226}"
Cashmere-blend Top,$ 45.99,"https://lp2.hm.com/hmgoepprod?set=source[/b5/cd/b5cd85cf87cc805228e5b67031616c7ac1108e2c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1216146001.html,female,596,Top,"{22,22,24}"
Ladder-stitch-look Knit Dress,$ 41.99,"https://lp2.hm.com/hmgoepprod?set=source[/f2/ce/f2ce6fbbc201668076c0af29a4a9be0748736c0e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214744003.html,female,597,Dress,"{27,27,29}"
Puff-sleeved Midi Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/cc/7c/cc7cf55e3bbb0b29da2cf1b14023333ae0e7ad1e.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213111007.html,female,598,Dress,"{33,28,29}"
Wool-blend Sweater,$ 129.00,"https://lp2.hm.com/hmgoepprod?set=source[/35/9f/359ff504cd5548a0c538a8e3004e3c38dfc72213.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215453001.html,female,599,Outerwear,"{21,21,23}"
Padded-cup High-leg Swimsuit,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/cf/9c/cf9c3cb7a1ba623d04c3f75bb2f551ca83de3cd9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209714001.html,female,600,Swimwear,"{26,24,29}"
Leather Belt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/de/fb/defb48bad7a9908d4d4e55a7791c1bd547d75f9b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214674002.html,female,601,Belt,"{124,83,57}"
Pleated Mini Skirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/90/26/902609e1f4a2833bcc075be9d32f40c1babbf35f.jpg],origin[dam],category[ladies_skirts_pleated],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1232579001.html,female,602,Miniskirt,"{26,26,28}"
Oversized T-shirt,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/50/34/503419380e8aa9feaa1d7c3e896874b6e5eb912b.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1061299032.html,female,603,Top,"{240,235,228}"
Oversized Ruffle-trimmed Sweatshirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/f6/99/f6994f9cc9ef6c7a489ce95843168dd82d43a243.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210636003.html,female,604,Top,"{232,215,206}"
Linen-blend Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/72/b6/72b653817e04223dba4545e37b0663c058eebc92.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214977003.html,female,605,Clothing,"{98,94,26}"
Chunky Sneakers,$ 54.99,"https://lp2.hm.com/hmgoepprod?set=source[/25/11/2511c471b93fcd61a0b7e8a239974f5c2342fe8d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208972001.html,female,606,Shoe,"{236,236,233}"
Ladder-stitch-look Knit Sleeveless Top,$ 18.99,"https://lp2.hm.com/hmgoepprod?set=source[/60/7d/607d1d0a1052686e5bc20d92ca69c7d2c1fb2e8c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203046003.html,female,607,Top,"{230,231,223}"
Canvas Cargo Pants,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/5e/3e/5e3ee3ddee13c3c420119208184befe86c6911be.jpg],origin[dam],category[ladies_trousers_cargo],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203803001.html,female,608,Pants,"{203,194,183}"
Padded Satin Bustier,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/65/80/658058dfcedc01dbfcfa3b4599917fdf810ed593.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1211235002.html,female,609,Brassiere,"{26,25,30}"
Rib-knit Pants,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/3c/c3/3cc370bb431504c251c7ba515c47f78e15368c9e.jpg],origin[dam],category[ladies_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1192017002.html,female,610,Pants,"{207,198,188}"
Sweater with Linked Seams,$ 14.99,"https://lp2.hm.com/hmgoepprod?set=source[/be/26/be26a8e0544fac6bc5f3821bb09e63cade8fb8ce.jpg],origin[dam],category[ladies_divided_new_clothes],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202988008.html,female,611,Top,"{228,222,209}"
Ribbed Tank Top,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/21/24/2124d33b8b0a4e995500a526946f60a09ca05868.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209456001.html,female,612,Top,"{36,33,40}"
Padded Jacket with Motif,$ 66.99,"https://lp2.hm.com/hmgoepprod?set=source[/df/52/df52613370868eca8d2ed3533d2c9821113c81de.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209976001.html,female,613,Outerwear,"{27,27,28}"
Oversized Sweatshirt with Motif,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/09/cf/09cf3cfdeeb7c572e08c3c8cbd2eac62796e50a4.jpg],origin[dam],category[ladies_tops_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1195824010.html,female,614,Outerwear,"{30,29,31}"
Pointelle-knit Sweater,$ 67.99,"https://lp2.hm.com/hmgoepprod?set=source[/f5/2d/f52da9f31c1d909bedb5e64cac7aa395370a9529.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1219056001.html,female,615,Top,"{235,228,215}"
Padded-cup High-leg Swimsuit,$ 40.99,"https://lp2.hm.com/hmgoepprod?set=source[/44/f1/44f1c6adf4ca45a48dbbaf07e48a08cd13eb8b33.jpg],origin[dam],category[ladies_swimwear_swimsuits],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1205224002.html,female,616,Swimwear,"{195,3,35}"
Fitted Poplin Shirt,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/df/96/df966bc811238f47513050467ada5b6b586b4f4d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202779003.html,female,617,Top,"{211,227,246}"
Linen-blend Shirt,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/88/b4/88b4986387fdce3d1bfa1ef9063b0a1f16e9d120.jpg],origin[dam],category[ladies_shirtsblouses_shirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1027844039.html,female,618,Top,"{233,67,106}"
Mini Crossbody Bag,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/42/86/4286d9b9c37a54f77cecf6c07a5001822e7553d5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1220308001.html,female,619,Bag,"{29,23,20}"
Mock Turtleneck Crop Top,$ 13.99,"https://lp2.hm.com/hmgoepprod?set=source[/a1/cd/a1cd6ab01acfc2156451a94b36342afff3df31a6.jpg],origin[dam],category[ladies_tops_croppedtops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1174186007.html,female,620,Top,"{119,144,175}"
SoftMove™ Sports Leggings,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/83/6c/836c818bb6ad17a0619bf12542f99e0e9dfdbc3d.jpg],origin[dam],category[sportswear_women_activity_yoga_leggings],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1166837005.html,female,621,Pants,"{118,54,53}"
Muslin Pullover Blouse,$ 32.99,"https://lp2.hm.com/hmgoepprod?set=source[/c9/ca/c9caaf314d17bebfaaf0824387ddfabe4270d72f.jpg],origin[dam],category[ladies_shirtsblouses_blouses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202483002.html,female,622,Top,"{226,221,209}"
Satin Pajamas,$ 49.99,"https://lp2.hm.com/hmgoepprod?set=source[/85/01/8501937ef21918326d7b8ac04056a5ed979c6fe1.jpg],origin[dam],category[ladies_nightwear],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213823001.html,female,623,Clothing,"{120,116,127}"
Slim Straight High Jeans,$ 35.99,"https://lp2.hm.com/hmgoepprod?set=source[/ed/4d/ed4d8f419b524a71f4a165038436f00768464576.jpg],origin[dam],category[ladies_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1199187009.html,female,624,Pants,"{198,207,211}"
Ribbed Tank Top,$ 10.99,"https://lp2.hm.com/hmgoepprod?set=source[/8e/b2/8eb279b9c69d0dc44be23e03419f388449fbef26.jpg],origin[dam],category[ladies_tops_vests],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1146768024.html,female,625,Top,"{158,148,77}"
Straw Shopper,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/21/01/2101829eff7f3b47e0d1e3d4b2402b87186b2191.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210597001.html,female,626,Bag,"{175,151,122}"
Mock Turtleneck Sweater,$ 57.99,"https://lp2.hm.com/hmgoepprod?set=source[/c2/f3/c2f3bb2f6b4c928c747ee099ae48cb69114d6d27.jpg],origin[dam],category[ladies_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1169363009.html,female,627,Top,"{228,228,221}"
Tunic Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/39/1a/391aba1b8a88ac0e754481ede9e49a125f037798.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207175001.html,female,628,Dress,"{230,229,231}"
Gathered Bodycon Dress,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/6e/d4/6ed4b087338f7fb8007c94aa1fea539e865826da.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1154696015.html,female,629,Dress,"{181,146,118}"
Twill Blouse,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/b9/16/b9162eec3c7332461c599ed387a765a04349b906.jpg],origin[dam],category[ladies_shirtsblouses_blouses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1212738005.html,female,630,Top,"{236,238,242}"
Baggy Low Jeans,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/96/e7/96e71103f569f866023c11ce8040617511c3e899.jpg],origin[dam],category[ladies_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1199190005.html,female,631,Pants,"{214,222,225}"
Shirt,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/9c/58/9c58cdd9534637e51f96f9e4970a36c406dcbf22.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1220978001.html,female,632,Top,"{242,242,237}"
Ribbed T-shirt,$ 10.99,"https://lp2.hm.com/hmgoepprod?set=source[/c0/65/c065705737fb7d12075fa04e78373ca79c074ea0.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1177819007.html,female,633,Top,"{236,171,209}"
Pleated Midi Skirt,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/4d/ab/4dab209fb4eadf5f0ee1df6822f8095cf0958cfd.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209648001.html,female,634,Skirt,"{21,21,21}"
Satin Pajamas,$ 56.99,"https://lp2.hm.com/hmgoepprod?set=source[/71/b2/71b2aa946766fc2359b5eea6f305fe2162daf583.jpg],origin[dam],category[ladies_nightwear_pyjamas],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0892092013.html,female,635,Top,"{100,125,153}"
High Waist Shorts,$ 25.99,"https://lp2.hm.com/hmgoepprod?set=source[/72/d8/72d86a818927177f9ef674a5a5de24701c7fbb49.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214927003.html,female,636,Shorts,"{225,220,208}"
Jersey Wrap Dress,$ 45.99,"https://lp2.hm.com/hmgoepprod?set=source[/69/48/6948f53e556b7ae5b3043a3e53caaedeba461450.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203622004.html,female,637,Dress,"{243,242,240}"
Short-sleeved Shirt,$ 25.99,"https://lp2.hm.com/hmgoepprod?set=source[/4a/a7/4aa7b84f27cb92b4a42ce7a9a5f84f565e975d8e.jpg],origin[dam],category[ladies_shirtsblouses_shirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214939003.html,female,638,Top,"{243,135,187}"
Oversized Double-breasted Blazer,$ 66.99,"https://lp2.hm.com/hmgoepprod?set=source[/39/f5/39f57b540b3c6634de491586cf69ecd8d58a73f3.jpg],origin[dam],category[ladies_divided_jacketscoats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214995001.html,female,639,Coat,"{30,30,30}"
Fully-fashioned Sneakers,$ 64.99,"https://lp2.hm.com/hmgoepprod?set=source[/9b/9b/9b9b779ae9eabb9361d8e8fe1b1b3981de7c10ba.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1219365001.html,female,640,Shoe,"{240,238,235}"
Fine-knit Cashmere Sweater,$ 149.00,"https://lp2.hm.com/hmgoepprod?set=source[/a9/50/a950188b58366ae1659bcbd9996b33ebd1cc3175.jpg],origin[dam],category[ladies_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0951932040.html,female,641,Outerwear,"{90,92,102}"
Fitted Top,$ 13.99,"https://lp2.hm.com/hmgoepprod?set=source[/4b/7f/4b7f6140c9826ee56af56e9ba4196e99229e224e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1230410003.html,female,642,Top,"{162,174,104}"
Jersey Bodycon Dress,$ 20.99,"https://lp2.hm.com/hmgoepprod?set=source[/93/22/93224ca075ace65f6c354ea7a8dd03ab8b2cf8fd.jpg],origin[dam],category[ladies_dresses_bodycon],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208745002.html,female,643,Dress,"{204,189,179}"
Oversized Ruffle-trimmed Sweatshirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/82/c3/82c3387375753620febeb1d17f280ce2cd0d8348.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1210636001.html,female,644,Top,"{242,243,237}"
Muslin Pullover Blouse,$ 32.99,"https://lp2.hm.com/hmgoepprod?set=source[/6f/52/6f52c09e04f693c0ed8c4c155b56917be344cfbc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202483001.html,female,645,Top,"{241,242,245}"
Ribbed Modal-blend Top,$ 12.99,"https://lp2.hm.com/hmgoepprod?set=source[/0f/a4/0fa4bca55ec7c8492d848d552f77e77b4230410c.jpg],origin[dam],category[ladies_tops_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0999727050.html,female,646,Top,"{208,205,188}"
Pointed Loafers,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/03/6b/036b28d9319e6d50d0d3b3252197789869b63aa1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208809002.html,female,647,Shoe,"{23,22,25}"
Denim Bustier Top with Peplum,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/74/f3/74f377c414e9b70a60c33f97ed48fb4348768d55.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202790001.html,female,648,Top,"{180,195,202}"
Fine-knit Cardigan,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/0a/88/0a8810f55b593f5ce9922b4b6051956217a66606.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1222751003.html,female,649,Outerwear,"{227,223,212}"
Flared Skirt,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/53/57/5357b17acca9a5d4adb1c31e4e8ed199fa353775.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214957001.html,female,650,Miniskirt,"{236,184,197}"
Non-padded Underwire Lace Bra,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/d6/b8/d6b8815ad08147d3e6c6d54c769c9828a80c79cc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215494001.html,female,651,Brassiere,"{244,244,244}"
Baggy Low Ankle Jeans,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/13/52/1352ce407efe43bf6f01a45aac38b01e71e339c0.jpg],origin[dam],category[ladies_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1199189004.html,female,652,Pants,"{150,150,148}"
Chunky Sneakers,$ 67.99,"https://lp2.hm.com/hmgoepprod?set=source[/9e/4f/9e4ff8a92716f5130d2a45dd1e99f3485b8a9669.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215250001.html,male,10,Shoe,"{237,237,236}"
Poplin Shirt,$ 32.99,"https://lp2.hm.com/hmgoepprod?set=source[/18/e2/18e24a7219a9c2f9e59b9a98d4fc2456cba3eaf0.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1212933001.html,female,653,Top,"{228,232,241}"
Textured-knit Bodycon Dress,$ 36.99,"https://lp2.hm.com/hmgoepprod?set=source[/53/ed/53ed86af9917fadfaa2ddb7508bd97c7e1d1e686.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1225330001.html,female,654,Dress,"{26,26,29}"
Ribbed Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/5e/6f/5e6f5802c23df352e65b26751cf9b9b1e79cc46e.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1163452003.html,female,655,Dress,"{198,191,172}"
Non-padded Underwire Mesh Bra,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/ae/b4/aeb4081f3753b708f5f984ec40a45799e4e9dc53.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1164603001.html,female,656,Swimwear,"{242,242,242}"
